,instance_type,linux_price,windows_price,region
1183,c5d.xlarge,$0.0615 per Hour,$0.2455 per Hour,US West (Northern California)
1184,c5d.2xlarge,$0.1236 per Hour,$0.4911 per Hour,US West (Northern California)
1185,c5d.4xlarge,$0.2514 per Hour,$0.9822 per Hour,US West (Northern California)
1186,c5d.9xlarge,$0.5663 per Hour,$2.2099 per Hour,US West (Northern California)
1187,c5d.12xlarge,$0.7385 per Hour,$2.9465 per Hour,US West (Northern California)
1188,c5d.18xlarge,$1.1078 per Hour,$4.4198 per Hour,US West (Northern California)
1189,c5d.24xlarge,$1.4771 per Hour,$5.8931 per Hour,US West (Northern California)
1190,c5d.metal,$1.4771 per Hour,$5.8931 per Hour,US West (Northern California)
1191,c5n.large,$0.0308 per Hour,$0.1228 per Hour,US West (Northern California)
1192,c5n.xlarge,$0.0615 per Hour,$0.2455 per Hour,US West (Northern California)
1193,c5n.2xlarge,$0.1233 per Hour,$0.4911 per Hour,US West (Northern California)
1194,c5n.4xlarge,$0.2484 per Hour,$0.9822 per Hour,US West (Northern California)
1195,c5n.9xlarge,$0.5539 per Hour,$2.2099 per Hour,US West (Northern California)
1196,c5n.18xlarge,$1.1078 per Hour,$4.4198 per Hour,US West (Northern California)
1197,c5n.metal,$1.4771 per Hour,$4.7891 per Hour,US West (Northern California)
1198,c3.large,$0.0279 per Hour,$0.0959 per Hour,US West (Northern California)
1199,c3.xlarge,$0.0558 per Hour,$0.1928 per Hour,US West (Northern California)
1200,c3.2xlarge,$0.1116 per Hour,$0.3856 per Hour,US West (Northern California)
1201,c3.4xlarge,$0.2233 per Hour,$0.7713 per Hour,US West (Northern California)
1202,c3.8xlarge,$0.4466 per Hour,$1.5426 per Hour,US West (Northern California)
1203,c4.large,$0.0293 per Hour,$0.1213 per Hour,US West (Northern California)
1204,c4.xlarge,$0.0586 per Hour,$0.2426 per Hour,US West (Northern California)
1205,c4.2xlarge,$0.1178 per Hour,$0.4852 per Hour,US West (Northern California)
1206,c4.4xlarge,$0.2345 per Hour,$0.9705 per Hour,US West (Northern California)
1207,c4.8xlarge,$0.4689 per Hour,$2.0119 per Hour,US West (Northern California)
1208,d2.xlarge,$0.2343 per Hour,$0.4183 per Hour,US West (Northern California)
1209,d2.2xlarge,$0.4689 per Hour,$0.8369 per Hour,US West (Northern California)
1210,d2.4xlarge,$0.9375 per Hour,$1.6735 per Hour,US West (Northern California)
1211,d2.8xlarge,$1.875 per Hour,$3.531 per Hour,US West (Northern California)
1212,h1.2xlarge,N/A*,N/A*,US West (Northern California)
1213,h1.4xlarge,N/A*,N/A*,US West (Northern California)
1214,h1.8xlarge,N/A*,N/A*,US West (Northern California)
1215,h1.16xlarge,N/A*,N/A*,US West (Northern California)
1216,i2.xlarge,$0.2814 per Hour,$0.4014 per Hour,US West (Northern California)
1217,i2.2xlarge,$0.5628 per Hour,$0.8028 per Hour,US West (Northern California)
1218,i2.4xlarge,$1.1253 per Hour,$1.6063 per Hour,US West (Northern California)
1219,i2.8xlarge,$2.2506 per Hour,$3.2126 per Hour,US West (Northern California)
1220,i3.large,$0.0516 per Hour,$0.1436 per Hour,US West (Northern California)
1221,i3.xlarge,$0.1032 per Hour,$0.2872 per Hour,US West (Northern California)
1222,i3.2xlarge,$0.2064 per Hour,$0.5744 per Hour,US West (Northern California)
1223,i3.4xlarge,$0.4128 per Hour,$1.1488 per Hour,US West (Northern California)
1224,i3.8xlarge,$0.8256 per Hour,$2.2976 per Hour,US West (Northern California)
1225,i3.16xlarge,$1.6512 per Hour,$4.5952 per Hour,US West (Northern California)
1226,i3.metal,$1.6512 per Hour,$4.5952 per Hour,US West (Northern California)
1227,i3en.large,$0.075 per Hour,$0.167 per Hour,US West (Northern California)
1228,i3en.xlarge,$0.15 per Hour,$0.334 per Hour,US West (Northern California)
1229,i3en.2xlarge,$0.3 per Hour,$0.668 per Hour,US West (Northern California)
1230,i3en.3xlarge,$0.45 per Hour,$1.002 per Hour,US West (Northern California)
1231,i3en.6xlarge,$0.9 per Hour,$2.004 per Hour,US West (Northern California)
1232,i3en.12xlarge,$1.8 per Hour,$4.008 per Hour,US West (Northern California)
1233,i3en.24xlarge,$3.6 per Hour,$8.016 per Hour,US West (Northern California)
1234,i3en.metal,$3.6 per Hour,$8.016 per Hour,US West (Northern California)
1235,c1.medium,$0.0148 per Hour,$0.0948 per Hour,US West (Northern California)
1236,c1.xlarge,$0.0592 per Hour,$0.3792 per Hour,US West (Northern California)
1237,g2.2xlarge,$0.2106 per Hour,$0.3276 per Hour,US West (Northern California)
1238,g2.8xlarge,$0.8424 per Hour,$1.1204 per Hour,US West (Northern California)
1239,g3s.xlarge,N/A*,N/A*,US West (Northern California)
1240,g3.4xlarge,$0.4602 per Hour,$1.1962 per Hour,US West (Northern California)
1241,g3.8xlarge,$0.9204 per Hour,$2.3924 per Hour,US West (Northern California)
1242,g3.16xlarge,$1.8408 per Hour,$4.7848 per Hour,US West (Northern California)
1243,g4dn.xlarge,$0.1893 per Hour,$0.3733 per Hour,US West (Northern California)
1244,g4dn.2xlarge,$0.2706 per Hour,$0.6386 per Hour,US West (Northern California)
1245,g4dn.4xlarge,$0.4335 per Hour,$1.1695 per Hour,US West (Northern California)
1246,g4dn.8xlarge,$0.7833 per Hour,$2.2553 per Hour,US West (Northern California)
1247,g4dn.12xlarge,$1.4082 per Hour,$3.6162 per Hour,US West (Northern California)
1248,g4dn.16xlarge,$1.5666 per Hour,$4.5106 per Hour,US West (Northern California)
1249,p2.xlarge,N/A*,N/A*,US West (Northern California)
1250,p2.8xlarge,N/A*,N/A*,US West (Northern California)
1251,p2.16xlarge,N/A*,N/A*,US West (Northern California)
1252,p3.2xlarge,N/A*,N/A*,US West (Northern California)
1253,p3.8xlarge,N/A*,N/A*,US West (Northern California)
1254,p3.16xlarge,N/A*,N/A*,US West (Northern California)
1255,p3dn.24xlarge,N/A*,N/A*,US West (Northern California)
1256,inf1.xlarge,N/A*,N/A*,US West (Northern California)
1257,inf1.2xlarge,N/A*,N/A*,US West (Northern California)
1258,inf1.6xlarge,N/A*,N/A*,US West (Northern California)
1259,inf1.24xlarge,N/A*,N/A*,US West (Northern California)
1260,x1.16xlarge,N/A*,N/A*,US West (Northern California)
1261,x1.32xlarge,N/A*,N/A*,US West (Northern California)
1262,x1e.xlarge,N/A*,N/A*,US West (Northern California)
1263,x1e.2xlarge,N/A*,N/A*,US West (Northern California)
1264,x1e.4xlarge,N/A*,N/A*,US West (Northern California)
1265,x1e.8xlarge,N/A*,N/A*,US West (Northern California)
1266,x1e.16xlarge,N/A*,N/A*,US West (Northern California)
1267,x1e.32xlarge,N/A*,N/A*,US West (Northern California)
1268,r3.large,$0.0307 per Hour,$0.1657 per Hour,US West (Northern California)
1269,r3.xlarge,$0.0638 per Hour,$0.3234 per Hour,US West (Northern California)
1270,r3.2xlarge,$0.1587 per Hour,$0.5158 per Hour,US West (Northern California)
1271,r3.4xlarge,$0.2749 per Hour,$0.8746 per Hour,US West (Northern California)
1272,r3.8xlarge,$0.4912 per Hour,$1.3272 per Hour,US West (Northern California)
1273,r4.large,$0.0323 per Hour,$0.1243 per Hour,US West (Northern California)
1274,r4.xlarge,$0.0654 per Hour,$0.2486 per Hour,US West (Northern California)
1275,r4.2xlarge,$0.1297 per Hour,$0.4969 per Hour,US West (Northern California)
1276,r4.4xlarge,$0.3342 per Hour,$0.9938 per Hour,US West (Northern California)
1277,r4.8xlarge,$0.5172 per Hour,$1.9879 per Hour,US West (Northern California)
1278,r4.16xlarge,$1.0317 per Hour,$3.9757 per Hour,US West (Northern California)
1279,r5.large,$0.0338 per Hour,$0.1258 per Hour,US West (Northern California)
1280,r5.xlarge,$0.0894 per Hour,$0.2517 per Hour,US West (Northern California)
1281,r5.2xlarge,$0.1368 per Hour,$0.5034 per Hour,US West (Northern California)
1282,r5.4xlarge,$0.3899 per Hour,$1.0068 per Hour,US West (Northern California)
1283,r5.8xlarge,$0.5416 per Hour,$2.0136 per Hour,US West (Northern California)
1284,r5.12xlarge,$0.8124 per Hour,$3.0204 per Hour,US West (Northern California)
1285,r5.16xlarge,$1.0832 per Hour,$4.0272 per Hour,US West (Northern California)
1286,r5.24xlarge,$1.6248 per Hour,$6.0408 per Hour,US West (Northern California)
1287,r5a.large,$0.0338 per Hour,$0.1258 per Hour,US West (Northern California)
1288,r5a.xlarge,$0.0741 per Hour,$0.2517 per Hour,US West (Northern California)
1289,r5a.2xlarge,$0.1354 per Hour,$0.5034 per Hour,US West (Northern California)
1290,r5a.4xlarge,$0.2708 per Hour,$1.0068 per Hour,US West (Northern California)
1291,r5a.8xlarge,$0.5416 per Hour,$2.0136 per Hour,US West (Northern California)
1292,r5a.12xlarge,$0.8124 per Hour,$3.0204 per Hour,US West (Northern California)
1293,r5a.16xlarge,$1.0832 per Hour,$4.0272 per Hour,US West (Northern California)
1294,r5a.24xlarge,$1.6248 per Hour,$6.0408 per Hour,US West (Northern California)
1295,r5ad.large,$0.0338 per Hour,$0.1258 per Hour,US West (Northern California)
1296,r5ad.xlarge,$0.0677 per Hour,$0.2517 per Hour,US West (Northern California)
1297,r5ad.2xlarge,$0.1354 per Hour,$0.5034 per Hour,US West (Northern California)
1298,r5ad.4xlarge,$0.2708 per Hour,$1.0068 per Hour,US West (Northern California)
1299,r5ad.8xlarge,$0.5416 per Hour,$2.0136 per Hour,US West (Northern California)
1300,r5ad.12xlarge,$0.8124 per Hour,$3.0204 per Hour,US West (Northern California)
1301,r5ad.16xlarge,$1.0832 per Hour,$4.0272 per Hour,US West (Northern California)
1302,r5ad.24xlarge,$1.6248 per Hour,$6.0408 per Hour,US West (Northern California)
1303,r5d.large,$0.0338 per Hour,$0.1258 per Hour,US West (Northern California)
1304,r5d.xlarge,$0.0677 per Hour,$0.2517 per Hour,US West (Northern California)
1305,r5d.2xlarge,$0.1423 per Hour,$0.5034 per Hour,US West (Northern California)
1306,r5d.4xlarge,$0.375 per Hour,$1.0068 per Hour,US West (Northern California)
1307,r5d.8xlarge,$0.5416 per Hour,$2.0136 per Hour,US West (Northern California)
1308,r5d.12xlarge,$0.8124 per Hour,$3.0204 per Hour,US West (Northern California)
1309,r5d.16xlarge,$1.0832 per Hour,$4.0272 per Hour,US West (Northern California)
1310,r5d.24xlarge,$1.6248 per Hour,$6.0408 per Hour,US West (Northern California)
1311,r5n.large,N/A*,N/A*,US West (Northern California)
1312,r5n.xlarge,N/A*,N/A*,US West (Northern California)
1313,r5n.2xlarge,N/A*,N/A*,US West (Northern California)
1314,r5n.4xlarge,N/A*,N/A*,US West (Northern California)
1315,r5n.8xlarge,N/A*,N/A*,US West (Northern California)
1316,r5n.12xlarge,N/A*,N/A*,US West (Northern California)
1317,r5n.16xlarge,N/A*,N/A*,US West (Northern California)
1318,r5n.24xlarge,N/A*,N/A*,US West (Northern California)
1319,r5dn.large,N/A*,N/A*,US West (Northern California)
1320,r5dn.xlarge,N/A*,N/A*,US West (Northern California)
1321,r5dn.2xlarge,N/A*,N/A*,US West (Northern California)
1322,r5dn.4xlarge,N/A*,N/A*,US West (Northern California)
1323,r5dn.8xlarge,N/A*,N/A*,US West (Northern California)
1324,r5dn.12xlarge,N/A*,N/A*,US West (Northern California)
1325,r5dn.16xlarge,N/A*,N/A*,US West (Northern California)
1326,r5dn.24xlarge,N/A*,N/A*,US West (Northern California)
1327,m5.metal,$1.034 per Hour,$5.45 per Hour,US West (Northern California)
1328,m5d.metal,$1.5509 per Hour,$5.9669 per Hour,US West (Northern California)
1329,r5.metal,$1.0832 per Hour,$5.4992 per Hour,US West (Northern California)
1330,r5d.metal,$1.0832 per Hour,$5.4992 per Hour,US West (Northern California)
1331,z1d.large,$0.0633 per Hour,$0.1553 per Hour,US West (Northern California)
1332,z1d.xlarge,$0.1266 per Hour,$0.3106 per Hour,US West (Northern California)
1333,z1d.2xlarge,$0.2532 per Hour,$0.6212 per Hour,US West (Northern California)
1334,z1d.3xlarge,$0.3798 per Hour,$0.9318 per Hour,US West (Northern California)
1335,z1d.6xlarge,$0.7596 per Hour,$1.8636 per Hour,US West (Northern California)
1336,z1d.12xlarge,$1.5192 per Hour,$3.7272 per Hour,US West (Northern California)
1337,z1d.metal,$1.5192 per Hour,$3.7272 per Hour,US West (Northern California)
1338,m2.xlarge,$0.0275 per Hour,$0.1275 per Hour,US West (Northern California)
1339,m2.2xlarge,$0.055 per Hour,$0.255 per Hour,US West (Northern California)
1340,m2.4xlarge,$0.11 per Hour,$0.51 per Hour,US West (Northern California)
1341,t1.micro,$0.0025 per Hour,$0.0125 per Hour,US West (Northern California)
1342,f1.2xlarge,N/A*,N/A*,US West (Northern California)
1343,f1.4xlarge,N/A*,N/A*,US West (Northern California)
1344,f1.16xlarge,N/A*,N/A*,US West (Northern California)
1345,a1.medium,N/A*,N/A*,Canada (Central)
1346,a1.large,N/A*,N/A*,Canada (Central)
1347,a1.xlarge,N/A*,N/A*,Canada (Central)
1348,a1.2xlarge,N/A*,N/A*,Canada (Central)
1349,a1.4xlarge,N/A*,N/A*,Canada (Central)
1350,a1.metal,N/A*,N/A*,Canada (Central)
1351,t2.micro,$0.0038 per Hour,$0.0084 per Hour,Canada (Central)
1352,t2.small,$0.0077 per Hour,$0.0169 per Hour,Canada (Central)
1353,t2.medium,$0.0154 per Hour,$0.0334 per Hour,Canada (Central)
1354,t2.large,$0.0307 per Hour,$0.0587 per Hour,Canada (Central)
1355,t2.xlarge,$0.0614 per Hour,$0.1024 per Hour,Canada (Central)
1356,t2.2xlarge,$0.1229 per Hour,$0.1849 per Hour,Canada (Central)
1357,t3.nano,$0.0017 per Hour,$0.0063 per Hour,Canada (Central)
1358,t3.micro,$0.0035 per Hour,$0.0127 per Hour,Canada (Central)
1359,t3.small,$0.007 per Hour,$0.0254 per Hour,Canada (Central)
1360,t3.medium,$0.0139 per Hour,$0.0323 per Hour,Canada (Central)
1361,t3.large,$0.0278 per Hour,$0.0554 per Hour,Canada (Central)
1362,t3.xlarge,$0.0557 per Hour,$0.1293 per Hour,Canada (Central)
1363,t3.2xlarge,$0.1114 per Hour,$0.2586 per Hour,Canada (Central)
1364,t3a.2xlarge,$0.1002 per Hour,$0.2474 per Hour,Canada (Central)
1365,t3a.large,$0.0251 per Hour,$0.0527 per Hour,Canada (Central)
1366,t3a.medium,$0.0125 per Hour,$0.0309 per Hour,Canada (Central)
1367,t3a.micro,$0.0031 per Hour,$0.0123 per Hour,Canada (Central)
1368,t3a.nano,$0.0016 per Hour,$0.0062 per Hour,Canada (Central)
1369,t3a.small,$0.0063 per Hour,$0.0247 per Hour,Canada (Central)
1370,t3a.xlarge,$0.0501 per Hour,$0.1237 per Hour,Canada (Central)
1371,m3.medium,N/A*,N/A*,Canada (Central)
1372,m3.large,N/A*,N/A*,Canada (Central)
1373,m3.xlarge,N/A*,N/A*,Canada (Central)
1374,m3.2xlarge,N/A*,N/A*,Canada (Central)
1375,m4.large,$0.0289 per Hour,$0.1209 per Hour,Canada (Central)
1376,m4.xlarge,$0.0578 per Hour,$0.2418 per Hour,Canada (Central)
1377,m4.2xlarge,$0.1156 per Hour,$0.4836 per Hour,Canada (Central)
1378,m4.4xlarge,$0.2313 per Hour,$0.9673 per Hour,Canada (Central)
1379,m4.10xlarge,$0.5782 per Hour,$2.4182 per Hour,Canada (Central)
1380,m4.16xlarge,$0.9251 per Hour,$3.8691 per Hour,Canada (Central)
1381,m5.large,$0.0304 per Hour,$0.1224 per Hour,Canada (Central)
1382,m5.xlarge,$0.0607 per Hour,$0.2447 per Hour,Canada (Central)
1383,m5.2xlarge,$0.1214 per Hour,$0.4894 per Hour,Canada (Central)
1384,m5.4xlarge,$0.2428 per Hour,$0.9788 per Hour,Canada (Central)
1385,m5.8xlarge,$0.4857 per Hour,$1.9577 per Hour,Canada (Central)
1386,m5.12xlarge,$0.7285 per Hour,$2.9365 per Hour,Canada (Central)
1387,m5.16xlarge,$0.9714 per Hour,$3.9154 per Hour,Canada (Central)
1388,m5.24xlarge,$1.4571 per Hour,$5.8731 per Hour,Canada (Central)
1389,m5ad.large,$0.0304 per Hour,$0.1224 per Hour,Canada (Central)
1390,m5ad.xlarge,$0.0607 per Hour,$0.2447 per Hour,Canada (Central)
1391,m5ad.2xlarge,$0.1214 per Hour,$0.4894 per Hour,Canada (Central)
1392,m5ad.4xlarge,$0.2428 per Hour,$0.9788 per Hour,Canada (Central)
1393,m5ad.8xlarge,$0.4857 per Hour,$1.9577 per Hour,Canada (Central)
1394,m5ad.12xlarge,$0.7285 per Hour,$2.9365 per Hour,Canada (Central)
1395,m5ad.16xlarge,$0.9714 per Hour,$3.9154 per Hour,Canada (Central)
1396,m5ad.24xlarge,$1.4571 per Hour,$5.8731 per Hour,Canada (Central)
1397,m5d.large,$0.0304 per Hour,$0.1224 per Hour,Canada (Central)
1398,m5d.xlarge,$0.0607 per Hour,$0.2447 per Hour,Canada (Central)
1399,m5d.2xlarge,$0.1214 per Hour,$0.4894 per Hour,Canada (Central)
1400,m5d.4xlarge,$0.2428 per Hour,$0.9788 per Hour,Canada (Central)
1401,m5d.8xlarge,$0.4857 per Hour,$1.9577 per Hour,Canada (Central)
1402,m5d.12xlarge,$0.7285 per Hour,$2.9365 per Hour,Canada (Central)
1403,m5d.16xlarge,$0.9714 per Hour,$3.9154 per Hour,Canada (Central)
1404,m5d.24xlarge,$1.4571 per Hour,$5.8731 per Hour,Canada (Central)
1405,m5n.large,N/A*,N/A*,Canada (Central)
1406,m5n.xlarge,N/A*,N/A*,Canada (Central)
1407,m5n.2xlarge,N/A*,N/A*,Canada (Central)
1408,m5n.4xlarge,N/A*,N/A*,Canada (Central)
1409,m5n.8xlarge,N/A*,N/A*,Canada (Central)
1410,m5n.12xlarge,N/A*,N/A*,Canada (Central)
1411,m5n.16xlarge,N/A*,N/A*,Canada (Central)
1412,m5n.24xlarge,N/A*,N/A*,Canada (Central)
1413,m5dn.large,N/A*,N/A*,Canada (Central)
1414,m5dn.xlarge,N/A*,N/A*,Canada (Central)
1415,m5dn.2xlarge,N/A*,N/A*,Canada (Central)
1416,m5dn.4xlarge,N/A*,N/A*,Canada (Central)
1417,m5dn.8xlarge,N/A*,N/A*,Canada (Central)
1418,m5dn.12xlarge,N/A*,N/A*,Canada (Central)
1419,m5dn.16xlarge,N/A*,N/A*,Canada (Central)
1420,m5dn.24xlarge,N/A*,N/A*,Canada (Central)
1421,m5a.large,$0.0304 per Hour,$0.1224 per Hour,Canada (Central)
1422,m5a.xlarge,$0.0607 per Hour,$0.2447 per Hour,Canada (Central)
1423,m5a.2xlarge,$0.1214 per Hour,$0.4894 per Hour,Canada (Central)
1424,m5a.4xlarge,$0.2428 per Hour,$0.9788 per Hour,Canada (Central)
1425,m5a.8xlarge,$0.4857 per Hour,$1.9577 per Hour,Canada (Central)
1426,m5a.12xlarge,$0.7285 per Hour,$2.9365 per Hour,Canada (Central)
1427,m5a.16xlarge,$0.9714 per Hour,$3.9154 per Hour,Canada (Central)
1428,m5a.24xlarge,$1.4571 per Hour,$5.8731 per Hour,Canada (Central)
1429,m6g.medium,N/A*,N/A*,Canada (Central)
1430,m6g.large,N/A*,N/A*,Canada (Central)
1431,m6g.xlarge,N/A*,N/A*,Canada (Central)
1432,m6g.2xlarge,N/A*,N/A*,Canada (Central)
1433,m6g.4xlarge,N/A*,N/A*,Canada (Central)
1434,m6g.8xlarge,N/A*,N/A*,Canada (Central)
1435,m6g.12xlarge,N/A*,N/A*,Canada (Central)
1436,m6g.16xlarge,N/A*,N/A*,Canada (Central)
1437,m6g.metal,N/A*,N/A*,Canada (Central)
1438,m1.small,N/A*,N/A*,Canada (Central)
1439,m1.medium,N/A*,N/A*,Canada (Central)
1440,m1.large,N/A*,N/A*,Canada (Central)
1441,m1.xlarge,N/A*,N/A*,Canada (Central)
1442,c5.large,$0.0289 per Hour,$0.1209 per Hour,Canada (Central)
1443,c5.xlarge,$0.0578 per Hour,$0.2418 per Hour,Canada (Central)
1444,c5.2xlarge,$0.1156 per Hour,$0.4836 per Hour,Canada (Central)
1445,c5.4xlarge,$0.2313 per Hour,$0.9673 per Hour,Canada (Central)
1446,c5.9xlarge,$0.5204 per Hour,$2.1764 per Hour,Canada (Central)
1447,c5.12xlarge,$0.6939 per Hour,$2.9019 per Hour,Canada (Central)
1448,c5.18xlarge,$1.0408 per Hour,$4.3528 per Hour,Canada (Central)
1449,c5.24xlarge,$1.3877 per Hour,$5.8037 per Hour,Canada (Central)
1450,c5.metal,$1.3877 per Hour,$5.8037 per Hour,Canada (Central)
1451,c5d.large,$0.0289 per Hour,$0.1209 per Hour,Canada (Central)
1452,c5d.xlarge,$0.0578 per Hour,$0.2418 per Hour,Canada (Central)
1453,c5d.2xlarge,$0.1156 per Hour,$0.4836 per Hour,Canada (Central)
1454,c5d.4xlarge,$0.2313 per Hour,$0.9673 per Hour,Canada (Central)
1455,c5d.9xlarge,$0.5204 per Hour,$2.1764 per Hour,Canada (Central)
1456,c5d.12xlarge,$0.6939 per Hour,$2.9019 per Hour,Canada (Central)
1457,c5d.18xlarge,$1.0408 per Hour,$4.3528 per Hour,Canada (Central)
1458,c5d.24xlarge,$1.3877 per Hour,$5.8037 per Hour,Canada (Central)
1459,c5d.metal,$1.3877 per Hour,$5.8037 per Hour,Canada (Central)
1460,c5n.large,$0.0289 per Hour,$0.1209 per Hour,Canada (Central)
1461,c5n.xlarge,$0.0578 per Hour,$0.2418 per Hour,Canada (Central)
1462,c5n.2xlarge,$0.1156 per Hour,$0.4836 per Hour,Canada (Central)
1463,c5n.4xlarge,$0.2313 per Hour,$0.9673 per Hour,Canada (Central)
1464,c5n.9xlarge,$0.5204 per Hour,$2.1764 per Hour,Canada (Central)
1465,c5n.18xlarge,$1.0408 per Hour,$4.3528 per Hour,Canada (Central)
1466,c5n.metal,$1.3877 per Hour,$4.6997 per Hour,Canada (Central)
1467,c3.large,N/A*,N/A*,Canada (Central)
1468,c3.xlarge,N/A*,N/A*,Canada (Central)
1469,c3.2xlarge,N/A*,N/A*,Canada (Central)
1470,c3.4xlarge,N/A*,N/A*,Canada (Central)
1471,c3.8xlarge,N/A*,N/A*,Canada (Central)
1472,c4.large,$0.0275 per Hour,$0.1195 per Hour,Canada (Central)
1473,c4.xlarge,$0.0551 per Hour,$0.2391 per Hour,Canada (Central)
1474,c4.2xlarge,$0.1101 per Hour,$0.4781 per Hour,Canada (Central)
1475,c4.4xlarge,$0.2203 per Hour,$0.9563 per Hour,Canada (Central)
1476,c4.8xlarge,$0.4405 per Hour,$2.0965 per Hour,Canada (Central)
1477,d2.xlarge,$0.2277 per Hour,$0.4117 per Hour,Canada (Central)
1478,d2.2xlarge,$0.4554 per Hour,$0.8234 per Hour,Canada (Central)
1479,d2.4xlarge,$0.9108 per Hour,$1.6468 per Hour,Canada (Central)
1480,d2.8xlarge,$1.8216 per Hour,$3.4776 per Hour,Canada (Central)
1481,h1.2xlarge,N/A*,N/A*,Canada (Central)
1482,h1.4xlarge,N/A*,N/A*,Canada (Central)
1483,h1.8xlarge,N/A*,N/A*,Canada (Central)
1484,h1.16xlarge,N/A*,N/A*,Canada (Central)
1485,i2.xlarge,N/A*,N/A*,Canada (Central)
1486,i2.2xlarge,N/A*,N/A*,Canada (Central)
1487,i2.4xlarge,N/A*,N/A*,Canada (Central)
1488,i2.8xlarge,N/A*,N/A*,Canada (Central)
1489,i3.large,$0.0516 per Hour,$0.1436 per Hour,Canada (Central)
1490,i3.xlarge,$0.1032 per Hour,$0.2872 per Hour,Canada (Central)
1491,i3.2xlarge,$0.2064 per Hour,$0.5744 per Hour,Canada (Central)
1492,i3.4xlarge,$0.4128 per Hour,$1.1488 per Hour,Canada (Central)
1493,i3.8xlarge,$0.8256 per Hour,$2.2976 per Hour,Canada (Central)
1494,i3.16xlarge,$1.6512 per Hour,$4.5952 per Hour,Canada (Central)
1495,i3.metal,N/A*,N/A*,Canada (Central)
1496,i3en.large,$0.075 per Hour,$0.167 per Hour,Canada (Central)
1497,i3en.xlarge,$0.15 per Hour,$0.334 per Hour,Canada (Central)
1498,i3en.2xlarge,$0.3 per Hour,$0.668 per Hour,Canada (Central)
1499,i3en.3xlarge,$0.45 per Hour,$1.002 per Hour,Canada (Central)
1500,i3en.6xlarge,$0.9 per Hour,$2.004 per Hour,Canada (Central)
1501,i3en.12xlarge,$1.8 per Hour,$4.008 per Hour,Canada (Central)
1502,i3en.24xlarge,$3.6 per Hour,$8.016 per Hour,Canada (Central)
1503,i3en.metal,$3.6 per Hour,$8.016 per Hour,Canada (Central)
1504,c1.medium,N/A*,N/A*,Canada (Central)
1505,c1.xlarge,N/A*,N/A*,Canada (Central)
1506,g2.2xlarge,N/A*,N/A*,Canada (Central)
1507,g2.8xlarge,N/A*,N/A*,Canada (Central)
1508,g3s.xlarge,N/A*,N/A*,Canada (Central)
1509,g3.4xlarge,$0.4248 per Hour,$1.1608 per Hour,Canada (Central)
1510,g3.8xlarge,$0.876 per Hour,$2.3216 per Hour,Canada (Central)
1511,g3.16xlarge,$1.6992 per Hour,$4.6432 per Hour,Canada (Central)
1512,g4dn.xlarge,$0.1752 per Hour,$0.3592 per Hour,Canada (Central)
1513,g4dn.2xlarge,$0.2505 per Hour,$0.6185 per Hour,Canada (Central)
1514,g4dn.4xlarge,$0.4011 per Hour,$1.1371 per Hour,Canada (Central)
1515,g4dn.8xlarge,$0.7248 per Hour,$2.1968 per Hour,Canada (Central)
1516,g4dn.12xlarge,$1.3029 per Hour,$3.5109 per Hour,Canada (Central)
1517,g4dn.16xlarge,$1.7105 per Hour,$4.3936 per Hour,Canada (Central)
1518,p2.xlarge,N/A*,N/A*,Canada (Central)
1519,p2.8xlarge,N/A*,N/A*,Canada (Central)
1520,p2.16xlarge,N/A*,N/A*,Canada (Central)
1521,p3.2xlarge,$1.0914 per Hour,$1.3778 per Hour,Canada (Central)
1522,p3.8xlarge,$4.0392 per Hour,$5.5112 per Hour,Canada (Central)
1523,p3.16xlarge,$8.0784 per Hour,$11.0224 per Hour,Canada (Central)
1524,p3dn.24xlarge,N/A*,N/A*,Canada (Central)
1525,inf1.xlarge,N/A*,N/A*,Canada (Central)
1526,inf1.2xlarge,N/A*,N/A*,Canada (Central)
1527,inf1.6xlarge,N/A*,N/A*,Canada (Central)
1528,inf1.24xlarge,N/A*,N/A*,Canada (Central)
1529,x1.16xlarge,$2.2008 per Hour,$5.1448 per Hour,Canada (Central)
1530,x1.32xlarge,$4.4016 per Hour,$10.2896 per Hour,Canada (Central)
1531,x1e.xlarge,$0.2751 per Hour,$0.4591 per Hour,Canada (Central)
1532,x1e.2xlarge,$0.5502 per Hour,$0.9182 per Hour,Canada (Central)
1533,x1e.4xlarge,$1.1001 per Hour,$1.8361 per Hour,Canada (Central)
1534,x1e.8xlarge,$2.2002 per Hour,$3.6722 per Hour,Canada (Central)
1535,x1e.16xlarge,$4.4007 per Hour,$7.3447 per Hour,Canada (Central)
1536,x1e.32xlarge,$8.8014 per Hour,$14.6894 per Hour,Canada (Central)
1537,r3.large,N/A*,N/A*,Canada (Central)
1538,r3.xlarge,N/A*,N/A*,Canada (Central)
1539,r3.2xlarge,N/A*,N/A*,Canada (Central)
1540,r3.4xlarge,N/A*,N/A*,Canada (Central)
1541,r3.8xlarge,N/A*,N/A*,Canada (Central)
1542,r4.large,$0.0303 per Hour,$0.1223 per Hour,Canada (Central)
1543,r4.xlarge,$0.0606 per Hour,$0.2446 per Hour,Canada (Central)
1544,r4.2xlarge,$0.1211 per Hour,$0.4891 per Hour,Canada (Central)
1545,r4.4xlarge,$0.2423 per Hour,$0.9783 per Hour,Canada (Central)
1546,r4.8xlarge,$0.4846 per Hour,$1.9566 per Hour,Canada (Central)
