,instance_type,linux_price,windows_price,region
3623,c3.8xlarge,$0.4828 per Hour,$2.1388 per Hour,Asia Pacific (Tokyo)
3624,c4.large,$0.0323 per Hour,$0.1237 per Hour,Asia Pacific (Tokyo)
3625,c4.xlarge,$0.0696 per Hour,$0.2474 per Hour,Asia Pacific (Tokyo)
3626,c4.2xlarge,$0.1267 per Hour,$0.4947 per Hour,Asia Pacific (Tokyo)
3627,c4.4xlarge,$0.2535 per Hour,$0.9895 per Hour,Asia Pacific (Tokyo)
3628,c4.8xlarge,$0.5069 per Hour,$2.1629 per Hour,Asia Pacific (Tokyo)
3629,d2.xlarge,$0.2532 per Hour,$0.3842 per Hour,Asia Pacific (Tokyo)
3630,d2.2xlarge,$0.5064 per Hour,$0.7274 per Hour,Asia Pacific (Tokyo)
3631,d2.4xlarge,$1.0128 per Hour,$1.3148 per Hour,Asia Pacific (Tokyo)
3632,d2.8xlarge,$2.0256 per Hour,$2.7036 per Hour,Asia Pacific (Tokyo)
3633,h1.2xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3634,h1.4xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3635,h1.8xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3636,h1.16xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3637,i2.xlarge,$0.3003 per Hour,$0.4123 per Hour,Asia Pacific (Tokyo)
3638,i2.2xlarge,$0.6003 per Hour,$0.8253 per Hour,Asia Pacific (Tokyo)
3639,i2.4xlarge,$1.2006 per Hour,$1.6496 per Hour,Asia Pacific (Tokyo)
3640,i2.8xlarge,$2.4012 per Hour,$3.3002 per Hour,Asia Pacific (Tokyo)
3641,i3.large,$0.0549 per Hour,$0.1469 per Hour,Asia Pacific (Tokyo)
3642,i3.xlarge,$0.1098 per Hour,$0.2938 per Hour,Asia Pacific (Tokyo)
3643,i3.2xlarge,$0.2196 per Hour,$0.5876 per Hour,Asia Pacific (Tokyo)
3644,i3.4xlarge,$0.4392 per Hour,$1.1752 per Hour,Asia Pacific (Tokyo)
3645,i3.8xlarge,$0.8784 per Hour,$2.3504 per Hour,Asia Pacific (Tokyo)
3646,i3.16xlarge,$1.7568 per Hour,$4.7008 per Hour,Asia Pacific (Tokyo)
3647,i3.metal,$1.7568 per Hour,$4.7008 per Hour,Asia Pacific (Tokyo)
3648,i3en.large,$0.0798 per Hour,$0.1718 per Hour,Asia Pacific (Tokyo)
3649,i3en.xlarge,$0.1596 per Hour,$0.3436 per Hour,Asia Pacific (Tokyo)
3650,i3en.2xlarge,$0.3192 per Hour,$0.6872 per Hour,Asia Pacific (Tokyo)
3651,i3en.3xlarge,$0.4788 per Hour,$1.0308 per Hour,Asia Pacific (Tokyo)
3652,i3en.6xlarge,$0.9576 per Hour,$2.0616 per Hour,Asia Pacific (Tokyo)
3653,i3en.12xlarge,$1.9152 per Hour,$4.1232 per Hour,Asia Pacific (Tokyo)
3654,i3en.24xlarge,$3.8304 per Hour,$8.2464 per Hour,Asia Pacific (Tokyo)
3655,i3en.metal,$9.5891 per Hour,$14.021 per Hour,Asia Pacific (Tokyo)
3656,c1.medium,$0.0158 per Hour,$0.1158 per Hour,Asia Pacific (Tokyo)
3657,c1.xlarge,$0.0632 per Hour,$0.4632 per Hour,Asia Pacific (Tokyo)
3658,g2.2xlarge,$0.2694 per Hour,$0.3814 per Hour,Asia Pacific (Tokyo)
3659,g2.8xlarge,$1.0776 per Hour,$1.3556 per Hour,Asia Pacific (Tokyo)
3660,g3s.xlarge,$0.312 per Hour,$0.496 per Hour,Asia Pacific (Tokyo)
3661,g3.4xlarge,$0.474 per Hour,$1.21 per Hour,Asia Pacific (Tokyo)
3662,g3.8xlarge,$0.948 per Hour,$2.42 per Hour,Asia Pacific (Tokyo)
3663,g3.16xlarge,$1.896 per Hour,$4.84 per Hour,Asia Pacific (Tokyo)
3664,g4dn.xlarge,$0.213 per Hour,$0.397 per Hour,Asia Pacific (Tokyo)
3665,g4dn.2xlarge,$0.3045 per Hour,$0.6725 per Hour,Asia Pacific (Tokyo)
3666,g4dn.4xlarge,$0.4875 per Hour,$1.2235 per Hour,Asia Pacific (Tokyo)
3667,g4dn.8xlarge,$0.8814 per Hour,$2.3534 per Hour,Asia Pacific (Tokyo)
3668,g4dn.12xlarge,$1.5843 per Hour,$3.7923 per Hour,Asia Pacific (Tokyo)
3669,g4dn.16xlarge,$1.7625 per Hour,$4.7065 per Hour,Asia Pacific (Tokyo)
3670,p2.xlarge,$0.4626 per Hour,$0.6466 per Hour,Asia Pacific (Tokyo)
3671,p2.8xlarge,$3.7008 per Hour,$5.1728 per Hour,Asia Pacific (Tokyo)
3672,p2.16xlarge,$7.4016 per Hour,$10.3456 per Hour,Asia Pacific (Tokyo)
3673,p3.2xlarge,$1.2582 per Hour,$1.6262 per Hour,Asia Pacific (Tokyo)
3674,p3.8xlarge,$5.0328 per Hour,$6.5048 per Hour,Asia Pacific (Tokyo)
3675,p3.16xlarge,$10.0656 per Hour,$13.0096 per Hour,Asia Pacific (Tokyo)
3676,p3dn.24xlarge,$15.6066 per Hour,$17.2509 per Hour,Asia Pacific (Tokyo)
3677,inf1.xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3678,inf1.2xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3679,inf1.6xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3680,inf1.24xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3681,x1.16xlarge,$2.9013 per Hour,$5.8453 per Hour,Asia Pacific (Tokyo)
3682,x1.32xlarge,$5.8023 per Hour,$11.6903 per Hour,Asia Pacific (Tokyo)
3683,x1e.xlarge,$0.3627 per Hour,$0.5467 per Hour,Asia Pacific (Tokyo)
3684,x1e.2xlarge,$0.7254 per Hour,$1.0934 per Hour,Asia Pacific (Tokyo)
3685,x1e.4xlarge,$1.4508 per Hour,$2.1868 per Hour,Asia Pacific (Tokyo)
3686,x1e.8xlarge,$2.9016 per Hour,$4.3736 per Hour,Asia Pacific (Tokyo)
3687,x1e.16xlarge,$5.8032 per Hour,$8.7472 per Hour,Asia Pacific (Tokyo)
3688,x1e.32xlarge,$11.6064 per Hour,$17.4944 per Hour,Asia Pacific (Tokyo)
3689,r3.large,$0.0332 per Hour,$0.1332 per Hour,Asia Pacific (Tokyo)
3690,r3.xlarge,$0.0664 per Hour,$0.2664 per Hour,Asia Pacific (Tokyo)
3691,r3.2xlarge,$0.1328 per Hour,$0.5118 per Hour,Asia Pacific (Tokyo)
3692,r3.4xlarge,$0.2655 per Hour,$0.9455 per Hour,Asia Pacific (Tokyo)
3693,r3.8xlarge,$0.6374 per Hour,$1.5891 per Hour,Asia Pacific (Tokyo)
3694,r4.large,$0.0349 per Hour,$0.1269 per Hour,Asia Pacific (Tokyo)
3695,r4.xlarge,$0.0716 per Hour,$0.2537 per Hour,Asia Pacific (Tokyo)
3696,r4.2xlarge,$0.1394 per Hour,$0.5074 per Hour,Asia Pacific (Tokyo)
3697,r4.4xlarge,$0.2854 per Hour,$1.0148 per Hour,Asia Pacific (Tokyo)
3698,r4.8xlarge,$0.5576 per Hour,$2.0296 per Hour,Asia Pacific (Tokyo)
3699,r4.16xlarge,$1.1152 per Hour,$4.0592 per Hour,Asia Pacific (Tokyo)
3700,r5.large,$0.0366 per Hour,$0.1286 per Hour,Asia Pacific (Tokyo)
3701,r5.xlarge,$0.0732 per Hour,$0.2572 per Hour,Asia Pacific (Tokyo)
3702,r5.2xlarge,$0.1464 per Hour,$0.5144 per Hour,Asia Pacific (Tokyo)
3703,r5.4xlarge,$0.2927 per Hour,$1.0287 per Hour,Asia Pacific (Tokyo)
3704,r5.8xlarge,$0.5855 per Hour,$2.0575 per Hour,Asia Pacific (Tokyo)
3705,r5.12xlarge,$0.8782 per Hour,$3.0862 per Hour,Asia Pacific (Tokyo)
3706,r5.16xlarge,$1.171 per Hour,$4.115 per Hour,Asia Pacific (Tokyo)
3707,r5.24xlarge,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3708,r5a.large,$0.0366 per Hour,$0.1286 per Hour,Asia Pacific (Tokyo)
3709,r5a.xlarge,$0.0732 per Hour,$0.2572 per Hour,Asia Pacific (Tokyo)
3710,r5a.2xlarge,$0.1464 per Hour,$0.5144 per Hour,Asia Pacific (Tokyo)
3711,r5a.4xlarge,$0.2927 per Hour,$1.0287 per Hour,Asia Pacific (Tokyo)
3712,r5a.8xlarge,$0.5855 per Hour,$2.0575 per Hour,Asia Pacific (Tokyo)
3713,r5a.12xlarge,$0.8782 per Hour,$3.0862 per Hour,Asia Pacific (Tokyo)
3714,r5a.16xlarge,$1.171 per Hour,$4.115 per Hour,Asia Pacific (Tokyo)
3715,r5a.24xlarge,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3716,r5ad.large,$0.0366 per Hour,$0.1286 per Hour,Asia Pacific (Tokyo)
3717,r5ad.xlarge,$0.0732 per Hour,$0.2572 per Hour,Asia Pacific (Tokyo)
3718,r5ad.2xlarge,$0.1464 per Hour,$0.5144 per Hour,Asia Pacific (Tokyo)
3719,r5ad.4xlarge,$0.2927 per Hour,$1.0287 per Hour,Asia Pacific (Tokyo)
3720,r5ad.8xlarge,$0.5855 per Hour,$2.0575 per Hour,Asia Pacific (Tokyo)
3721,r5ad.12xlarge,$0.8782 per Hour,$3.0862 per Hour,Asia Pacific (Tokyo)
3722,r5ad.16xlarge,$1.171 per Hour,$4.115 per Hour,Asia Pacific (Tokyo)
3723,r5ad.24xlarge,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3724,r5d.large,$0.0366 per Hour,$0.1286 per Hour,Asia Pacific (Tokyo)
3725,r5d.xlarge,$0.0732 per Hour,$0.2572 per Hour,Asia Pacific (Tokyo)
3726,r5d.2xlarge,$0.1464 per Hour,$0.5144 per Hour,Asia Pacific (Tokyo)
3727,r5d.4xlarge,$0.2927 per Hour,$1.0287 per Hour,Asia Pacific (Tokyo)
3728,r5d.8xlarge,$0.5855 per Hour,$2.0575 per Hour,Asia Pacific (Tokyo)
3729,r5d.12xlarge,$0.8782 per Hour,$3.0862 per Hour,Asia Pacific (Tokyo)
3730,r5d.16xlarge,$1.171 per Hour,$4.115 per Hour,Asia Pacific (Tokyo)
3731,r5d.24xlarge,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3732,r5n.large,$0.0366 per Hour,$0.1286 per Hour,Asia Pacific (Tokyo)
3733,r5n.xlarge,$0.0732 per Hour,$0.2572 per Hour,Asia Pacific (Tokyo)
3734,r5n.2xlarge,$0.1464 per Hour,$0.5144 per Hour,Asia Pacific (Tokyo)
3735,r5n.4xlarge,$0.2927 per Hour,$1.0287 per Hour,Asia Pacific (Tokyo)
3736,r5n.8xlarge,$0.5855 per Hour,$2.0575 per Hour,Asia Pacific (Tokyo)
3737,r5n.12xlarge,$1.985 per Hour,$4.286 per Hour,Asia Pacific (Tokyo)
3738,r5n.16xlarge,$5.792 per Hour,$8.736 per Hour,Asia Pacific (Tokyo)
3739,r5n.24xlarge,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3740,r5dn.large,$0.203 per Hour,$0.295 per Hour,Asia Pacific (Tokyo)
3741,r5dn.xlarge,$0.0732 per Hour,$0.2572 per Hour,Asia Pacific (Tokyo)
3742,r5dn.2xlarge,$0.6426 per Hour,$1.0464 per Hour,Asia Pacific (Tokyo)
3743,r5dn.4xlarge,$0.2927 per Hour,$1.0287 per Hour,Asia Pacific (Tokyo)
3744,r5dn.8xlarge,$0.5855 per Hour,$2.0575 per Hour,Asia Pacific (Tokyo)
3745,r5dn.12xlarge,$0.8782 per Hour,$3.0862 per Hour,Asia Pacific (Tokyo)
3746,r5dn.16xlarge,$1.171 per Hour,$4.115 per Hour,Asia Pacific (Tokyo)
3747,r5dn.24xlarge,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3748,m5.metal,$1.1178 per Hour,$5.5338 per Hour,Asia Pacific (Tokyo)
3749,m5d.metal,$1.1178 per Hour,$5.5338 per Hour,Asia Pacific (Tokyo)
3750,r5.metal,$1.7565 per Hour,$6.1725 per Hour,Asia Pacific (Tokyo)
3751,r5d.metal,$1.171 per Hour,$5.587 per Hour,Asia Pacific (Tokyo)
3752,z1d.large,$0.0681 per Hour,$0.1601 per Hour,Asia Pacific (Tokyo)
3753,z1d.xlarge,$0.1362 per Hour,$0.3202 per Hour,Asia Pacific (Tokyo)
3754,z1d.2xlarge,$0.2724 per Hour,$0.6404 per Hour,Asia Pacific (Tokyo)
3755,z1d.3xlarge,$0.4086 per Hour,$0.9606 per Hour,Asia Pacific (Tokyo)
3756,z1d.6xlarge,$0.8172 per Hour,$1.9212 per Hour,Asia Pacific (Tokyo)
3757,z1d.12xlarge,$1.6344 per Hour,$3.8424 per Hour,Asia Pacific (Tokyo)
3758,z1d.metal,$1.6344 per Hour,$3.8424 per Hour,Asia Pacific (Tokyo)
3759,m2.xlarge,$0.0287 per Hour,$0.0937 per Hour,Asia Pacific (Tokyo)
3760,m2.2xlarge,$0.0575 per Hour,$0.1875 per Hour,Asia Pacific (Tokyo)
3761,m2.4xlarge,$0.115 per Hour,$0.375 per Hour,Asia Pacific (Tokyo)
3762,t1.micro,$0.0026 per Hour,$0.0096 per Hour,Asia Pacific (Tokyo)
3763,f1.2xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3764,f1.4xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3765,f1.16xlarge,N/A*,N/A*,Asia Pacific (Tokyo)
3766,a1.medium,N/A*,N/A*,Asia Pacific (Seoul)
3767,a1.large,N/A*,N/A*,Asia Pacific (Seoul)
3768,a1.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3769,a1.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3770,a1.4xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3771,a1.metal,N/A*,N/A*,Asia Pacific (Seoul)
3772,t2.micro,$0.0043 per Hour,$0.0089 per Hour,Asia Pacific (Seoul)
3773,t2.small,$0.0086 per Hour,$0.0178 per Hour,Asia Pacific (Seoul)
3774,t2.medium,$0.0173 per Hour,$0.0353 per Hour,Asia Pacific (Seoul)
3775,t2.large,$0.0346 per Hour,$0.0626 per Hour,Asia Pacific (Seoul)
3776,t2.xlarge,$0.0691 per Hour,$0.1101 per Hour,Asia Pacific (Seoul)
3777,t2.2xlarge,$0.1382 per Hour,$0.2002 per Hour,Asia Pacific (Seoul)
3778,t3.nano,$0.0065 per Hour,$0.0111 per Hour,Asia Pacific (Seoul)
3779,t3.micro,$0.013 per Hour,$0.0222 per Hour,Asia Pacific (Seoul)
3780,t3.small,$0.026 per Hour,$0.0444 per Hour,Asia Pacific (Seoul)
3781,t3.medium,$0.052 per Hour,$0.0704 per Hour,Asia Pacific (Seoul)
3782,t3.large,$0.104 per Hour,$0.1316 per Hour,Asia Pacific (Seoul)
3783,t3.xlarge,$0.208 per Hour,$0.2816 per Hour,Asia Pacific (Seoul)
3784,t3.2xlarge,$0.416 per Hour,$0.5632 per Hour,Asia Pacific (Seoul)
3785,t3a.2xlarge,$0.1123 per Hour,$0.2595 per Hour,Asia Pacific (Seoul)
3786,t3a.large,$0.0281 per Hour,$0.0557 per Hour,Asia Pacific (Seoul)
3787,t3a.medium,$0.014 per Hour,$0.0324 per Hour,Asia Pacific (Seoul)
3788,t3a.micro,$0.0035 per Hour,$0.0127 per Hour,Asia Pacific (Seoul)
3789,t3a.nano,$0.0018 per Hour,$0.0064 per Hour,Asia Pacific (Seoul)
3790,t3a.small,$0.007 per Hour,$0.0254 per Hour,Asia Pacific (Seoul)
3791,t3a.xlarge,$0.0562 per Hour,$0.1298 per Hour,Asia Pacific (Seoul)
3792,m3.medium,N/A*,N/A*,Asia Pacific (Seoul)
3793,m3.large,N/A*,N/A*,Asia Pacific (Seoul)
3794,m3.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3795,m3.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3796,m4.large,$0.03 per Hour,$0.122 per Hour,Asia Pacific (Seoul)
3797,m4.xlarge,$0.0599 per Hour,$0.2439 per Hour,Asia Pacific (Seoul)
3798,m4.2xlarge,$0.1199 per Hour,$0.4879 per Hour,Asia Pacific (Seoul)
3799,m4.4xlarge,$0.2397 per Hour,$0.9757 per Hour,Asia Pacific (Seoul)
3800,m4.10xlarge,$0.5993 per Hour,$2.4393 per Hour,Asia Pacific (Seoul)
3801,m4.16xlarge,$0.9589 per Hour,$3.9029 per Hour,Asia Pacific (Seoul)
3802,m5.large,$0.0315 per Hour,$0.1235 per Hour,Asia Pacific (Seoul)
3803,m5.xlarge,$0.0629 per Hour,$0.2469 per Hour,Asia Pacific (Seoul)
3804,m5.2xlarge,$0.1259 per Hour,$0.4939 per Hour,Asia Pacific (Seoul)
3805,m5.4xlarge,$0.2517 per Hour,$0.9877 per Hour,Asia Pacific (Seoul)
3806,m5.8xlarge,$0.5034 per Hour,$1.9754 per Hour,Asia Pacific (Seoul)
3807,m5.12xlarge,$0.7552 per Hour,$2.9632 per Hour,Asia Pacific (Seoul)
3808,m5.16xlarge,$1.0069 per Hour,$3.9509 per Hour,Asia Pacific (Seoul)
3809,m5.24xlarge,$1.5103 per Hour,$5.9263 per Hour,Asia Pacific (Seoul)
3810,m5ad.large,$0.0315 per Hour,$0.1235 per Hour,Asia Pacific (Seoul)
3811,m5ad.xlarge,$0.0629 per Hour,$0.2469 per Hour,Asia Pacific (Seoul)
3812,m5ad.2xlarge,$0.1259 per Hour,$0.4939 per Hour,Asia Pacific (Seoul)
3813,m5ad.4xlarge,$0.2517 per Hour,$0.9877 per Hour,Asia Pacific (Seoul)
3814,m5ad.8xlarge,$0.5034 per Hour,$1.9754 per Hour,Asia Pacific (Seoul)
3815,m5ad.12xlarge,$0.7552 per Hour,$2.9632 per Hour,Asia Pacific (Seoul)
3816,m5ad.16xlarge,$1.0069 per Hour,$3.9509 per Hour,Asia Pacific (Seoul)
3817,m5ad.24xlarge,$1.5103 per Hour,$5.9263 per Hour,Asia Pacific (Seoul)
3818,m5d.large,$0.0315 per Hour,$0.1235 per Hour,Asia Pacific (Seoul)
3819,m5d.xlarge,$0.0629 per Hour,$0.2469 per Hour,Asia Pacific (Seoul)
3820,m5d.2xlarge,$0.1259 per Hour,$0.4939 per Hour,Asia Pacific (Seoul)
3821,m5d.4xlarge,$0.2517 per Hour,$0.9877 per Hour,Asia Pacific (Seoul)
3822,m5d.8xlarge,$0.5034 per Hour,$1.9754 per Hour,Asia Pacific (Seoul)
3823,m5d.12xlarge,$0.7552 per Hour,$2.9632 per Hour,Asia Pacific (Seoul)
3824,m5d.16xlarge,$1.0069 per Hour,$3.9509 per Hour,Asia Pacific (Seoul)
3825,m5d.24xlarge,$1.5103 per Hour,$5.9263 per Hour,Asia Pacific (Seoul)
3826,m5n.large,N/A*,N/A*,Asia Pacific (Seoul)
3827,m5n.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3828,m5n.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3829,m5n.4xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3830,m5n.8xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3831,m5n.12xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3832,m5n.16xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3833,m5n.24xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3834,m5dn.large,N/A*,N/A*,Asia Pacific (Seoul)
3835,m5dn.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3836,m5dn.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3837,m5dn.4xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3838,m5dn.8xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3839,m5dn.12xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3840,m5dn.16xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3841,m5dn.24xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3842,m5a.large,$0.0315 per Hour,$0.1235 per Hour,Asia Pacific (Seoul)
3843,m5a.xlarge,$0.0629 per Hour,$0.2469 per Hour,Asia Pacific (Seoul)
3844,m5a.2xlarge,$0.1259 per Hour,$0.4939 per Hour,Asia Pacific (Seoul)
3845,m5a.4xlarge,$0.2517 per Hour,$0.9877 per Hour,Asia Pacific (Seoul)
3846,m5a.8xlarge,$0.5034 per Hour,$1.9754 per Hour,Asia Pacific (Seoul)
3847,m5a.12xlarge,$0.7552 per Hour,$2.9632 per Hour,Asia Pacific (Seoul)
3848,m5a.16xlarge,$1.0069 per Hour,$3.9509 per Hour,Asia Pacific (Seoul)
3849,m5a.24xlarge,$1.5103 per Hour,$5.9263 per Hour,Asia Pacific (Seoul)
3850,m6g.medium,N/A*,N/A*,Asia Pacific (Seoul)
3851,m6g.large,N/A*,N/A*,Asia Pacific (Seoul)
3852,m6g.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3853,m6g.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3854,m6g.4xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3855,m6g.8xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3856,m6g.12xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3857,m6g.16xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3858,m6g.metal,N/A*,N/A*,Asia Pacific (Seoul)
3859,m1.small,N/A*,N/A*,Asia Pacific (Seoul)
3860,m1.medium,N/A*,N/A*,Asia Pacific (Seoul)
3861,m1.large,N/A*,N/A*,Asia Pacific (Seoul)
3862,m1.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3863,c5.large,$0.03 per Hour,$0.122 per Hour,Asia Pacific (Seoul)
3864,c5.xlarge,$0.0611 per Hour,$0.2439 per Hour,Asia Pacific (Seoul)
3865,c5.2xlarge,$0.123 per Hour,$0.4879 per Hour,Asia Pacific (Seoul)
3866,c5.4xlarge,$0.2397 per Hour,$0.9757 per Hour,Asia Pacific (Seoul)
3867,c5.9xlarge,$0.5394 per Hour,$2.1954 per Hour,Asia Pacific (Seoul)
3868,c5.12xlarge,$0.7192 per Hour,$2.9272 per Hour,Asia Pacific (Seoul)
3869,c5.18xlarge,$1.0788 per Hour,$4.3908 per Hour,Asia Pacific (Seoul)
3870,c5.24xlarge,$1.4384 per Hour,$5.8544 per Hour,Asia Pacific (Seoul)
3871,c5.metal,$1.4384 per Hour,$5.8544 per Hour,Asia Pacific (Seoul)
3872,c5d.large,$0.03 per Hour,$0.122 per Hour,Asia Pacific (Seoul)
3873,c5d.xlarge,$0.0599 per Hour,$0.2439 per Hour,Asia Pacific (Seoul)
3874,c5d.2xlarge,$0.1199 per Hour,$0.4879 per Hour,Asia Pacific (Seoul)
3875,c5d.4xlarge,$0.2397 per Hour,$0.9757 per Hour,Asia Pacific (Seoul)
3876,c5d.9xlarge,$0.5394 per Hour,$2.1954 per Hour,Asia Pacific (Seoul)
3877,c5d.12xlarge,$0.7192 per Hour,$2.9272 per Hour,Asia Pacific (Seoul)
3878,c5d.18xlarge,$1.0788 per Hour,$4.3908 per Hour,Asia Pacific (Seoul)
3879,c5d.24xlarge,$1.4384 per Hour,$5.8544 per Hour,Asia Pacific (Seoul)
3880,c5d.metal,$1.4384 per Hour,$5.8544 per Hour,Asia Pacific (Seoul)
3881,c5n.large,$0.03 per Hour,$0.122 per Hour,Asia Pacific (Seoul)
3882,c5n.xlarge,$0.0599 per Hour,$0.2439 per Hour,Asia Pacific (Seoul)
3883,c5n.2xlarge,$0.1199 per Hour,$0.4879 per Hour,Asia Pacific (Seoul)
3884,c5n.4xlarge,$0.2397 per Hour,$0.9757 per Hour,Asia Pacific (Seoul)
3885,c5n.9xlarge,$0.5394 per Hour,$2.1954 per Hour,Asia Pacific (Seoul)
3886,c5n.18xlarge,$1.0788 per Hour,$4.3908 per Hour,Asia Pacific (Seoul)
3887,c5n.metal,$1.4384 per Hour,$4.7504 per Hour,Asia Pacific (Seoul)
3888,c3.large,N/A*,N/A*,Asia Pacific (Seoul)
3889,c3.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3890,c3.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3891,c3.4xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3892,c3.8xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3893,c4.large,$0.0285 per Hour,$0.1205 per Hour,Asia Pacific (Seoul)
3894,c4.xlarge,$0.0571 per Hour,$0.2411 per Hour,Asia Pacific (Seoul)
3895,c4.2xlarge,$0.1142 per Hour,$0.4822 per Hour,Asia Pacific (Seoul)
3896,c4.4xlarge,$0.2283 per Hour,$0.9643 per Hour,Asia Pacific (Seoul)
3897,c4.8xlarge,$0.4566 per Hour,$2.1126 per Hour,Asia Pacific (Seoul)
3898,d2.xlarge,$0.2532 per Hour,$0.4372 per Hour,Asia Pacific (Seoul)
3899,d2.2xlarge,$0.5064 per Hour,$0.8744 per Hour,Asia Pacific (Seoul)
3900,d2.4xlarge,$1.0128 per Hour,$1.7488 per Hour,Asia Pacific (Seoul)
3901,d2.8xlarge,$2.0256 per Hour,$3.6816 per Hour,Asia Pacific (Seoul)
3902,h1.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3903,h1.4xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3904,h1.8xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3905,h1.16xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3906,i2.xlarge,$0.3003 per Hour,$0.4843 per Hour,Asia Pacific (Seoul)
3907,i2.2xlarge,$0.6003 per Hour,$0.9683 per Hour,Asia Pacific (Seoul)
3908,i2.4xlarge,$1.2006 per Hour,$1.9366 per Hour,Asia Pacific (Seoul)
3909,i2.8xlarge,$2.4012 per Hour,$3.8732 per Hour,Asia Pacific (Seoul)
3910,i3.large,$0.0549 per Hour,$0.1469 per Hour,Asia Pacific (Seoul)
3911,i3.xlarge,$0.1098 per Hour,$0.2938 per Hour,Asia Pacific (Seoul)
3912,i3.2xlarge,$0.2196 per Hour,$0.5876 per Hour,Asia Pacific (Seoul)
3913,i3.4xlarge,$0.4392 per Hour,$1.1752 per Hour,Asia Pacific (Seoul)
3914,i3.8xlarge,$0.8784 per Hour,$2.3504 per Hour,Asia Pacific (Seoul)
3915,i3.16xlarge,$1.7568 per Hour,$4.7008 per Hour,Asia Pacific (Seoul)
3916,i3.metal,N/A*,N/A*,Asia Pacific (Seoul)
3917,i3en.large,$0.0798 per Hour,$0.1718 per Hour,Asia Pacific (Seoul)
3918,i3en.xlarge,$0.1596 per Hour,$0.3436 per Hour,Asia Pacific (Seoul)
3919,i3en.2xlarge,$0.3192 per Hour,$0.6872 per Hour,Asia Pacific (Seoul)
3920,i3en.3xlarge,$0.4788 per Hour,$1.0308 per Hour,Asia Pacific (Seoul)
3921,i3en.6xlarge,$0.9576 per Hour,$2.0616 per Hour,Asia Pacific (Seoul)
3922,i3en.12xlarge,$1.9152 per Hour,$4.1232 per Hour,Asia Pacific (Seoul)
3923,i3en.24xlarge,$3.8304 per Hour,$8.2464 per Hour,Asia Pacific (Seoul)
3924,i3en.metal,$3.8304 per Hour,$8.2464 per Hour,Asia Pacific (Seoul)
3925,c1.medium,N/A*,N/A*,Asia Pacific (Seoul)
3926,c1.xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3927,g2.2xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3928,g2.8xlarge,N/A*,N/A*,Asia Pacific (Seoul)
3929,g3s.xlarge,$0.2802 per Hour,$0.4642 per Hour,Asia Pacific (Seoul)
