,image_name,image_id,region
0,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0323c3dd2da7fb37d,US East (N. Virginia)us-east-1
1,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-0915e09cc7ceee3ab,US East (N. Virginia)us-east-1
2,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-098f16afa9edf40be,US East (N. Virginia)us-east-1
3,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0068cd63259e9f24c,US East (N. Virginia)us-east-1
4,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-085925f297f89fce1,US East (N. Virginia)us-east-1
5,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-039a49e70ea773ffc,US East (N. Virginia)us-east-1
6,Microsoft Windows Server 2019 Base,ami-0c278895328cddfdd,US East (N. Virginia)us-east-1
7,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0c5642befe8d041bb,US East (N. Virginia)us-east-1
8,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-05f3033402be9c7cd,US East (N. Virginia)us-east-1
9,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-07ca06b4ddd236275,US East (N. Virginia)us-east-1
10,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-019266bf7a55994a7,US East (N. Virginia)us-east-1
11,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-0adebed4facd78f14,US East (N. Virginia)us-east-1
12,Microsoft Windows Server 2019 Base with Containers,ami-004c4e3e4e4e3795f,US East (N. Virginia)us-east-1
13,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0530e28670fc2d1b9,US East (N. Virginia)us-east-1
14,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-02f233f4f2c00b6d0,US East (N. Virginia)us-east-1
15,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-07928d60e8abd7664,US East (N. Virginia)us-east-1
16,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-0ba810f35403afa8d,US East (N. Virginia)us-east-1
17,Microsoft Windows Server 1909 Core Base,ami-072391f5e4cacbb7b,US East (N. Virginia)us-east-1
18,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0bdcb553793be7724,US East (N. Virginia)us-east-1
19,Microsoft Windows Server 2016 Base,ami-0f7122ac3de6f22b2,US East (N. Virginia)us-east-1
20,Deep Learning AMI (Amazon Linux) Version 28.0,ami-02e34604ecdd4f208,US East (N. Virginia)us-east-1
21,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0e7c1621221a80ed9,US East (N. Virginia)us-east-1
22,Microsoft Windows Server 2016 Base with Containers,ami-093c842241fc017b1,US East (N. Virginia)us-east-1
23,Deep Learning AMI (Microsoft Windows Server 2016),ami-0aedb6f2f29802c6e,US East (N. Virginia)us-east-1
24,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0dba283d114e0fae0,US East (N. Virginia)us-east-1
25,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0c1c61c980b2b10ce,US East (N. Virginia)us-east-1
26,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-03eee380e7b168fc3,US East (N. Virginia)us-east-1
27,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-025cff197382cb954,US East (N. Virginia)us-east-1
28,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-00c30a26da9bdbb09,US East (N. Virginia)us-east-1
29,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-0abb3221f6f8925be,US East (N. Virginia)us-east-1
30,Microsoft Windows Server 2012 R2 Base,ami-06b0c9a730e8035be,US East (N. Virginia)us-east-1
31,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-01e99ab4dac72e3e4,US East (N. Virginia)us-east-1
32,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0d7a80ec89d56aeef,US East (N. Virginia)us-east-1
33,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-087a6127ba9676bb6,US East (N. Virginia)us-east-1
34,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-003dae68d018759d1,US East (N. Virginia)us-east-1
35,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-0652d6c7a2e2d090a,US East (N. Virginia)us-east-1
36,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-0a28a1ad6f52a7332,US East (N. Virginia)us-east-1
37,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-068663a3c619dd892,US East (N. Virginia)us-east-1
38,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-095d73d5068ebbc22,US East (N. Virginia)us-east-1
39,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-06fcc1f0bc2c8943f,US East (Ohio)us-east-2
40,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-0027eed75be6f3bf4,US East (Ohio)us-east-2
41,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-066df92ac6f03efca,US East (Ohio)us-east-2
42,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-02d732ce729636ebb,US East (Ohio)us-east-2
43,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-0f56279347d2fa43e,US East (Ohio)us-east-2
44,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-00e3060e4cb84a493,US East (Ohio)us-east-2
45,Microsoft Windows Server 2019 Base,ami-0390f4b65b4cbe84a,US East (Ohio)us-east-2
46,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0b799a6270a0599cd,US East (Ohio)us-east-2
47,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-0d3cbf53364818ef7,US East (Ohio)us-east-2
48,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0543205abaf1bf13c,US East (Ohio)us-east-2
49,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-0fff89cb9d1397b10,US East (Ohio)us-east-2
50,Microsoft Windows Server 2019 Base with Containers,ami-012bc5f1228d38fbf,US East (Ohio)us-east-2
51,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-03503e58b33950bc7,US East (Ohio)us-east-2
52,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-07496b5dcb9b227f3,US East (Ohio)us-east-2
53,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-0694c0f81a46a5d9e,US East (Ohio)us-east-2
54,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-0e57d8eea6a2f3bf2,US East (Ohio)us-east-2
55,Microsoft Windows Server 1909 Core Base,ami-0c57dc068d28b0fee,US East (Ohio)us-east-2
56,Microsoft Windows Server 2016 Base,ami-06894046d41571622,US East (Ohio)us-east-2
57,Microsoft Windows Server 2016 Base with Containers,ami-0a6cacd2b2e683a3e,US East (Ohio)us-east-2
58,Deep Learning AMI (Microsoft Windows Server 2016),ami-0d2987ab308e3572f,US East (Ohio)us-east-2
59,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-047c808a47971fe77,US East (Ohio)us-east-2
60,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-06b0183fc49a751d3,US East (Ohio)us-east-2
61,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-00b49e1e238b73b5d,US East (Ohio)us-east-2
62,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-00a2996423fd9549d,US East (Ohio)us-east-2
63,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-0ba71e7f96680a8b5,US East (Ohio)us-east-2
64,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-0757005791517ccc6,US East (Ohio)us-east-2
65,Microsoft Windows Server 2012 R2 Base,ami-02e1d4031abd2c358,US East (Ohio)us-east-2
66,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-032e18590eaffa6d9,US East (Ohio)us-east-2
67,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-04f1d3deb3d62761d,US East (Ohio)us-east-2
68,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-001f4423779a12677,US East (Ohio)us-east-2
69,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-05233fbbbe6b6100b,US East (Ohio)us-east-2
70,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-07c9d095494014c7f,US East (Ohio)us-east-2
71,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-03db0e84a30e0ceee,US East (Ohio)us-east-2
72,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-065337027ad1efc9a,US East (Ohio)us-east-2
73,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-075fd582acf0c0128,US East (Ohio)us-east-2
74,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0c2fc432e267fe463,US East (Ohio)us-east-2
75,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0b795c57c1a06f60d,US East (Ohio)us-east-2
76,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-06a937ad977dbb827,US East (Ohio)us-east-2
77,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-0940a2a6b11b218c9,US East (Ohio)us-east-2
78,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0d6621c01e8c2de2c,US West (N. California)us-west-1
79,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-01f08ef3e76b957e5,US West (N. California)us-west-1
80,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-02f147dfb8be58a10,US West (N. California)us-west-1
81,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0b9c71b41cc33f180,US West (N. California)us-west-1
82,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-003634241a8fcdec0,US West (N. California)us-west-1
83,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-008c6427c8facbe08,US West (N. California)us-west-1
84,Microsoft Windows Server 2019 Base,ami-059377ba193aa9309,US West (N. California)us-west-1
85,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-08d65f1624e998033,US West (N. California)us-west-1
86,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-028bd67d29802ddeb,US West (N. California)us-west-1
87,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0dcf7155dec5d909a,US West (N. California)us-west-1
88,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0fe69d299d5b1d6a4,US West (N. California)us-west-1
89,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-01f63c88af62cd032,US West (N. California)us-west-1
90,Microsoft Windows Server 2019 Base with Containers,ami-021fd4c3adc928916,US West (N. California)us-west-1
91,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0087958275c526776,US West (N. California)us-west-1
92,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-04b6e389f6b37bfbb,US West (N. California)us-west-1
93,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-01b10967e8a92a44e,US West (N. California)us-west-1
94,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-03581794b15db59bf,US West (N. California)us-west-1
95,Microsoft Windows Server 1909 Core Base,ami-0c7f9668831d801cd,US West (N. California)us-west-1
96,Microsoft Windows Server 2016 Base,ami-0f26f5844bdf3c2ad,US West (N. California)us-west-1
97,Microsoft Windows Server 2016 Base with Containers,ami-077e207eb9f7a642e,US West (N. California)us-west-1
98,Deep Learning AMI (Microsoft Windows Server 2016),ami-0f1ecf32bf0fd37f5,US West (N. California)us-west-1
99,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-087a5b0f8e10493c0,US West (N. California)us-west-1
100,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0cac3afb064f4ff7b,US West (N. California)us-west-1
101,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-059a3b2b24147c81d,US West (N. California)us-west-1
102,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0b97bdfb647337f5d,US West (N. California)us-west-1
103,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-0be512dd50608a4e8,US West (N. California)us-west-1
104,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-074ae9e0a36a2078c,US West (N. California)us-west-1
105,Microsoft Windows Server 2012 R2 Base,ami-0de8bce894b0eadce,US West (N. California)us-west-1
106,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-08b4210495a07958d,US West (N. California)us-west-1
107,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0a9f78edcad9b3ad6,US West (N. California)us-west-1
108,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-0559759155a54c7a8,US West (N. California)us-west-1
109,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-0c6d456c3548469dc,US West (N. California)us-west-1
110,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-08f861594f5a94e9f,US West (N. California)us-west-1
111,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-01a5a63308aaacdc5,US West (N. California)us-west-1
112,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-02be82c2dbb5d0e48,US West (N. California)us-west-1
113,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-06b192fbc17e4b3a9,US West (N. California)us-west-1
114,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-097b3de19b909f972,US West (N. California)us-west-1
115,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-09dd2e08d601bff67,US West (N. California)us-west-1
116,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0eb5a5dcf38497043,US West (N. California)us-west-1
117,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0d6621c01e8c2de2c,US West (Oregon)us-west-2
118,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-01f08ef3e76b957e5,US West (Oregon)us-west-2
119,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-02f147dfb8be58a10,US West (Oregon)us-west-2
120,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0b9c71b41cc33f180,US West (Oregon)us-west-2
121,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-003634241a8fcdec0,US West (Oregon)us-west-2
122,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-008c6427c8facbe08,US West (Oregon)us-west-2
123,Microsoft Windows Server 2019 Base,ami-059377ba193aa9309,US West (Oregon)us-west-2
124,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-08d65f1624e998033,US West (Oregon)us-west-2
125,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-028bd67d29802ddeb,US West (Oregon)us-west-2
126,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0dcf7155dec5d909a,US West (Oregon)us-west-2
127,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0fe69d299d5b1d6a4,US West (Oregon)us-west-2
128,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-01f63c88af62cd032,US West (Oregon)us-west-2
129,Microsoft Windows Server 2019 Base with Containers,ami-021fd4c3adc928916,US West (Oregon)us-west-2
130,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0087958275c526776,US West (Oregon)us-west-2
131,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-04b6e389f6b37bfbb,US West (Oregon)us-west-2
132,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-01b10967e8a92a44e,US West (Oregon)us-west-2
133,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-03581794b15db59bf,US West (Oregon)us-west-2
134,Microsoft Windows Server 1909 Core Base,ami-0c7f9668831d801cd,US West (Oregon)us-west-2
135,Microsoft Windows Server 2016 Base,ami-0f26f5844bdf3c2ad,US West (Oregon)us-west-2
136,Microsoft Windows Server 2016 Base with Containers,ami-077e207eb9f7a642e,US West (Oregon)us-west-2
137,Deep Learning AMI (Microsoft Windows Server 2016),ami-0f1ecf32bf0fd37f5,US West (Oregon)us-west-2
138,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-087a5b0f8e10493c0,US West (Oregon)us-west-2
139,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0cac3afb064f4ff7b,US West (Oregon)us-west-2
140,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-059a3b2b24147c81d,US West (Oregon)us-west-2
141,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0b97bdfb647337f5d,US West (Oregon)us-west-2
142,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-0be512dd50608a4e8,US West (Oregon)us-west-2
143,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-074ae9e0a36a2078c,US West (Oregon)us-west-2
144,Microsoft Windows Server 2012 R2 Base,ami-0de8bce894b0eadce,US West (Oregon)us-west-2
145,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-08b4210495a07958d,US West (Oregon)us-west-2
146,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0a9f78edcad9b3ad6,US West (Oregon)us-west-2
147,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-0559759155a54c7a8,US West (Oregon)us-west-2
148,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-0c6d456c3548469dc,US West (Oregon)us-west-2
149,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-08f861594f5a94e9f,US West (Oregon)us-west-2
150,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-01a5a63308aaacdc5,US West (Oregon)us-west-2
151,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-02be82c2dbb5d0e48,US West (Oregon)us-west-2
152,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-06b192fbc17e4b3a9,US West (Oregon)us-west-2
153,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-097b3de19b909f972,US West (Oregon)us-west-2
154,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-09dd2e08d601bff67,US West (Oregon)us-west-2
155,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0eb5a5dcf38497043,US West (Oregon)us-west-2
156,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0d6621c01e8c2de2c,Africa (Cape Town)af-south-1
157,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-01f08ef3e76b957e5,Africa (Cape Town)af-south-1
158,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-02f147dfb8be58a10,Africa (Cape Town)af-south-1
159,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0b9c71b41cc33f180,Africa (Cape Town)af-south-1
160,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-003634241a8fcdec0,Africa (Cape Town)af-south-1
161,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-008c6427c8facbe08,Africa (Cape Town)af-south-1
162,Microsoft Windows Server 2019 Base,ami-059377ba193aa9309,Africa (Cape Town)af-south-1
163,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-08d65f1624e998033,Africa (Cape Town)af-south-1
164,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-028bd67d29802ddeb,Africa (Cape Town)af-south-1
165,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0dcf7155dec5d909a,Africa (Cape Town)af-south-1
166,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0fe69d299d5b1d6a4,Africa (Cape Town)af-south-1
167,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-01f63c88af62cd032,Africa (Cape Town)af-south-1
168,Microsoft Windows Server 2019 Base with Containers,ami-021fd4c3adc928916,Africa (Cape Town)af-south-1
169,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0087958275c526776,Africa (Cape Town)af-south-1
170,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-04b6e389f6b37bfbb,Africa (Cape Town)af-south-1
171,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-01b10967e8a92a44e,Africa (Cape Town)af-south-1
172,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-03581794b15db59bf,Africa (Cape Town)af-south-1
173,Microsoft Windows Server 1909 Core Base,ami-0c7f9668831d801cd,Africa (Cape Town)af-south-1
174,Microsoft Windows Server 2016 Base,ami-0f26f5844bdf3c2ad,Africa (Cape Town)af-south-1
175,Microsoft Windows Server 2016 Base with Containers,ami-077e207eb9f7a642e,Africa (Cape Town)af-south-1
176,Deep Learning AMI (Microsoft Windows Server 2016),ami-0f1ecf32bf0fd37f5,Africa (Cape Town)af-south-1
177,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-087a5b0f8e10493c0,Africa (Cape Town)af-south-1
178,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0cac3afb064f4ff7b,Africa (Cape Town)af-south-1
179,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-059a3b2b24147c81d,Africa (Cape Town)af-south-1
180,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0b97bdfb647337f5d,Africa (Cape Town)af-south-1
181,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-0be512dd50608a4e8,Africa (Cape Town)af-south-1
182,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-074ae9e0a36a2078c,Africa (Cape Town)af-south-1
183,Microsoft Windows Server 2012 R2 Base,ami-0de8bce894b0eadce,Africa (Cape Town)af-south-1
184,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-08b4210495a07958d,Africa (Cape Town)af-south-1
185,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0a9f78edcad9b3ad6,Africa (Cape Town)af-south-1
186,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-0559759155a54c7a8,Africa (Cape Town)af-south-1
187,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-0c6d456c3548469dc,Africa (Cape Town)af-south-1
188,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-08f861594f5a94e9f,Africa (Cape Town)af-south-1
189,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-01a5a63308aaacdc5,Africa (Cape Town)af-south-1
190,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-02be82c2dbb5d0e48,Africa (Cape Town)af-south-1
191,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-06b192fbc17e4b3a9,Africa (Cape Town)af-south-1
192,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-097b3de19b909f972,Africa (Cape Town)af-south-1
193,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-09dd2e08d601bff67,Africa (Cape Town)af-south-1
194,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0eb5a5dcf38497043,Africa (Cape Town)af-south-1
195,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0470e33cd681b2476,Asia Pacific (Hong Kong)ap-east-1
196,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-04b2519c83e2a7ea5,Asia Pacific (Hong Kong)ap-east-1
197,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-052c08d70def0ac62,Asia Pacific (Hong Kong)ap-east-1
198,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-04adb0084e85aef06,Asia Pacific (Hong Kong)ap-east-1
199,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-0b44050b2d893d5f7,Asia Pacific (Hong Kong)ap-east-1
200,Microsoft Windows Server 2019 Base,ami-0d0b566c7d15a03a3,Asia Pacific (Hong Kong)ap-east-1
201,Microsoft Windows Server 2019 Base with Containers,ami-02792828c0c33ea47,Asia Pacific (Hong Kong)ap-east-1
202,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0025a6a95431e0e7e,Asia Pacific (Hong Kong)ap-east-1
203,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-099e19c24101f19b5,Asia Pacific (Hong Kong)ap-east-1
204,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-09858dc83db37270c,Asia Pacific (Hong Kong)ap-east-1
205,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-03ac33dbfaee3bc1e,Asia Pacific (Hong Kong)ap-east-1
206,Microsoft Windows Server 1909 Core Base,ami-032dd1a37ff787a1e,Asia Pacific (Hong Kong)ap-east-1
207,Microsoft Windows Server 2016 Base,ami-002aa17df8c86f635,Asia Pacific (Hong Kong)ap-east-1
208,Microsoft Windows Server 2016 Base with Containers,ami-0eb23d4df042a84b9,Asia Pacific (Hong Kong)ap-east-1
209,Deep Learning AMI (Microsoft Windows Server 2016),ami-09d61875a1df4770f,Asia Pacific (Hong Kong)ap-east-1
210,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0b030d173d795aa1f,Asia Pacific (Hong Kong)ap-east-1
211,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-06810a0e41cc9115f,Asia Pacific (Hong Kong)ap-east-1
212,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-0e0e907875b3b67c0,Asia Pacific (Hong Kong)ap-east-1
213,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-072a6226a860fd9a7,Asia Pacific (Hong Kong)ap-east-1
214,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-01b8d0884f38e37b4,Asia Pacific (Hong Kong)ap-east-1
215,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-0eb64c49a2299a148,Asia Pacific (Hong Kong)ap-east-1
216,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-07cb808c06fe4886c,Asia Pacific (Hong Kong)ap-east-1
217,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-055db7f5d705e893a,Asia Pacific (Hong Kong)ap-east-1
218,Microsoft Windows Server 2012 R2 Base,ami-06039f3505857ba51,Asia Pacific (Hong Kong)ap-east-1
219,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-0728758d5917cd4ce,Asia Pacific (Hong Kong)ap-east-1
220,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-02a39cf37c0d482b1,Asia Pacific (Hong Kong)ap-east-1
221,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-0d66dddf1b958fbef,Asia Pacific (Hong Kong)ap-east-1
222,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-0654973af14fd607c,Asia Pacific (Hong Kong)ap-east-1
223,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-00b494a3f139ba61f,Asia Pacific (Hong Kong)ap-east-1
224,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-0f8d47e5d33f89277,Asia Pacific (Hong Kong)ap-east-1
225,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0fd62773c0c9f473f,Asia Pacific (Hong Kong)ap-east-1
226,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-0a7fed454c91771a0,Asia Pacific (Hong Kong)ap-east-1
227,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0e21b348962c1b2ac,Asia Pacific (Hong Kong)ap-east-1
